flight_id,departure_date,airline,status,monto_pago
UA8295,2026-11-22,UA,CANCELLED,1189.08
DL5699,2026-11-19,DL,DELAYED,1150.11
UA656,2026-11-15,UA,DELAYED,1162.05
UA8766,2026-11-07,UA,DELAYED,200.16
UA8089,2026-11-05,UA,ON_TIME,1074.85
AA9167,2026-11-22,AA,ON_TIME,1391.18
AA2516,2026-11-12,AA,ON_TIME,772.05
SW2889,2026-11-05,SW,CANCELLED,1460.31
AA3527,2026-11-22,AA,CANCELLED,427.8
UA2807,2026-11-27,UA,CANCELLED,1086.46
DL9465,2026-11-03,DL,ON_TIME,1147.46
UA1105,2026-11-18,UA,CANCELLED,623.89
DL6927,2026-11-02,DL,ON_TIME,1080.37
DL1070,2026-11-12,DL,CANCELLED,241.17
UA1125,2026-11-07,UA,DELAYED,874.54
SW8504,2026-11-07,SW,ON_TIME,124.45
UA6472,2026-11-18,UA,ON_TIME,763.2
DL735,2026-11-09,DL,DELAYED,715.51
SW6150,2026-11-16,SW,ON_TIME,885.56
AA9715,2026-11-14,AA,CANCELLED,131.27
UA9249,2026-11-27,UA,DELAYED,1383.46
DL9081,2026-11-30,DL,CANCELLED,538.18
,2026-11-05,SW,ON_TIME,1261.67
AA7616,2026-11-02,AA,CANCELLED,1048.61
DL9694,2026-11-12,DL,ON_TIME,640.01
DL825,2026-11-16,DL,ON_TIME,498.41
DL7931,2026-11-02,DL,DELAYED,1119.77
UA7468,2026-11-09,UA,CANCELLED,284.46
AA9480,2026-11-09,AA,ON_TIME,497.69
DL6841,2026-11-23,DL,ON_TIME,801.57
UA4945,2026-11-18,UA,DELAYED,1448.09
AA9848,2026-11-28,AA,DELAYED,465.57
DL6012,2026-11-07,DL,CANCELLED,604.06
AA9823,2026-11-04,AA,DELAYED,664.56
AA2604,2026-11-17,AA,DELAYED,914.82
SW9131,2026-11-28,SW,CANCELLED,464.34
DL8629,2026-11-06,DL,CANCELLED,1249.96
AA389,2026-11-09,AA,ON_TIME,1325.73
DL5668,2026-11-25,DL,ON_TIME,250.67
UA4819,2026-11-20,UA,ON_TIME,1181.5
DL5484,2026-11-13,DL,ON_TIME,760.11
UA2675,2026-11-15,UA,ON_TIME,725.35
SW539,2026-11-01,SW,ON_TIME,769.32
UA9648,2026-11-12,UA,DELAYED,824.07
DL3518,2026-11-29,DL,ON_TIME,1133.33
AA9558,2026-11-24,AA,ON_TIME,1243.83
DL8334,2026-11-06,DL,ON_TIME,859.79
AA7038,2026-11-13,AA,CANCELLED,550.23
DL9092,2026-11-13,DL,CANCELLED,866.93
AA8955,2026-11-20,AA,ON_TIME,491.89
UA2217,2026-11-19,UA,DELAYED,1322.84
UA9075,2026-11-07,UA,DELAYED,763.1
SW1527,2026-11-30,SW,DELAYED,947.29
SW297,2026-11-04,SW,CANCELLED,485.2
SW4290,2026-11-30,SW,DELAYED,1386.62
DL4521,2026-11-17,DL,DELAYED,955.85
DL6147,2026-11-29,DL,ON_TIME,1465.36
UA4920,2026-11-11,UA,ON_TIME,622.72
DL4037,2026-11-04,DL,CANCELLED,202.59
DL6582,2026-11-22,DL,DELAYED,1252.69
DL7746,2026-11-24,DL,ON_TIME,1415.07
DL8694,2026-11-29,DL,ON_TIME,127.9
AA2837,2026-11-15,AA,ON_TIME,561.02
DL2385,2026-11-26,DL,ON_TIME,710.99
AA7922,2026-11-20,AA,DELAYED,1373.54
UA2832,2026-11-14,UA,DELAYED,831.54
DL1388,2026-11-07,DL,CANCELLED,1147.18
DL4594,2026-11-07,DL,CANCELLED,447.68
DL9119,2026-11-06,DL,DELAYED,378.11
AA100,2026-11-01,AA,CANCELLED,116.08
UA7120,2026-11-20,UA,DELAYED,1113.24
DL1548,2026-11-06,DL,DELAYED,1354.96
AA803,2026-11-24,AA,CANCELLED,280.13
DL8502,2026-11-15,DL,ON_TIME,1049.88
DL6917,2026-11-11,DL,CANCELLED,1251.14
SW7997,2026-11-19,SW,DELAYED,1382.98
SW3934,2026-11-01,SW,ON_TIME,1067.77
AA5249,2026-11-07,AA,DELAYED,777.5
SW7331,2026-11-04,SW,CANCELLED,1227.39
DL4524,2026-11-01,DL,DELAYED,393.94
AA2965,2026-11-02,AA,ON_TIME,1438.27
UA4658,2026-11-28,UA,CANCELLED,368.23
UA7434,2026-11-04,UA,CANCELLED,289.27
AA5975,2026-11-13,AA,ON_TIME,1281.93
DL4995,2026-11-22,DL,DELAYED,651.08
SW5878,2026-11-09,SW,DELAYED,1191.53
UA7694,2026-11-03,UA,DELAYED,680.74
UA4241,2026-11-24,UA,CANCELLED,633.16
AA8106,2026-11-16,AA,ON_TIME,1155.57
DL6479,2026-11-25,DL,ON_TIME,510.66
UA9173,2026-11-11,UA,ON_TIME,1182.31
UA9865,2026-11-15,UA,ON_TIME,1283.0
SW1695,2026-11-12,SW,DELAYED,143.94
DL7215,2026-11-01,DL,ON_TIME,960.22
SW477,2026-11-12,SW,CANCELLED,729.37
SW5188,2026-11-07,SW,CANCELLED,1165.21
UA6886,2026-11-03,UA,CANCELLED,402.46
AA4305,2026-11-21,AA,ON_TIME,1046.3
UA1479,2026-11-25,UA,CANCELLED,819.62
SW4201,2026-11-16,SW,CANCELLED,1003.19
AA6789,2026-11-21,AA,DELAYED,599.16
UA7422,2026-11-13,UA,ON_TIME,932.13
AA3909,2026-11-25,AA,DELAYED,1189.75
UA6159,2026-11-04,UA,ON_TIME,1116.48
DL1604,2026-11-07,DL,ON_TIME,844.49
UA8233,2026-11-23,UA,ON_TIME,645.65
SW2619,2026-11-06,SW,CANCELLED,706.82
DL8092,2026-11-12,DL,CANCELLED,1381.08
SW1205,2026-11-25,SW,CANCELLED,149.63
DL5536,2026-11-19,DL,CANCELLED,419.23
SW5758,2026-11-06,SW,DELAYED,402.4
UA6745,2026-11-25,UA,DELAYED,1022.83
AA5474,2026-11-08,AA,CANCELLED,632.93
SW7368,2026-11-26,SW,ON_TIME,1289.79
AA8014,2026-11-27,AA,ON_TIME,846.21
DL2449,2026-11-07,DL,DELAYED,148.23
DL131,2026-11-19,DL,CANCELLED,243.06
DL6782,2026-11-09,DL,DELAYED,1288.41
UA9683,2026-11-16,UA,CANCELLED,198.79
AA4730,2026-11-02,AA,DELAYED,1047.24
DL2839,2026-11-26,DL,ON_TIME,293.94
DL6238,2026-11-19,DL,ON_TIME,425.9
DL290,2026-11-17,DL,CANCELLED,1131.42
DL7557,2026-11-14,DL,DELAYED,1116.65
DL2071,2026-11-01,DL,DELAYED,814.25
AA8698,2026-11-11,AA,ON_TIME,795.79
UA6995,2026-11-25,UA,DELAYED,1169.43
AA8862,2026-11-12,AA,DELAYED,1120.93
UA4561,2026-11-12,UA,CANCELLED,1115.13
SW9950,2026-11-25,SW,ON_TIME,858.19
DL9928,2026-11-13,DL,CANCELLED,732.73
UA353,2026-11-06,UA,ON_TIME,1058.11
UA6828,2026-11-01,UA,DELAYED,1394.84
UA6698,2026-11-23,UA,ON_TIME,1136.8
SW6171,2026-11-03,SW,DELAYED,1162.76
DL1093,2026-11-24,DL,ON_TIME,1495.19
AA2428,2026-11-10,AA,ON_TIME,308.98
UA1331,2026-11-25,UA,ON_TIME,238.36
UA5466,2026-11-25,UA,CANCELLED,130.71
AA7108,2026-11-24,AA,ON_TIME,1371.96
UA7564,2026-11-18,UA,CANCELLED,226.82
DL9283,2026-11-20,DL,CANCELLED,1232.0
UA1035,2026-11-14,UA,DELAYED,1429.41
SW7391,2026-11-23,SW,DELAYED,242.87
UA6445,2026-11-13,UA,DELAYED,1180.97
SW462,2026-11-13,SW,ON_TIME,1093.45
DL1835,2026-11-26,DL,ON_TIME,341.17
DL9502,2026-11-01,DL,DELAYED,711.76
AA2622,2026-11-19,AA,DELAYED,1098.61
AA4261,2026-11-24,AA,CANCELLED,836.11
AA4202,2026-11-06,AA,CANCELLED,408.12
AA9416,2026-11-01,AA,ON_TIME,644.07
DL5073,2026-11-03,DL,CANCELLED,712.36
UA1942,2026-11-30,UA,CANCELLED,1203.6
UA3151,2026-11-15,UA,ON_TIME,948.86
AA9962,2026-11-02,AA,ON_TIME,1167.46
SW6516,2026-11-13,SW,CANCELLED,180.54
DL8854,2026-11-17,DL,DELAYED,1210.96
UA156,2026-11-07,UA,CANCELLED,1329.03
AA4452,2026-11-13,AA,CANCELLED,1357.29
AA6619,2026-11-09,AA,DELAYED,1077.32
SW9002,2026-11-08,SW,CANCELLED,119.05
SW2437,2026-11-21,SW,DELAYED,1447.45
AA5494,2026-11-12,AA,CANCELLED,464.84
SW136,2026-11-05,SW,ON_TIME,1497.04
UA4484,2026-11-16,UA,DELAYED,994.1
AA3075,2026-11-01,AA,DELAYED,751.55
AA6709,2026-11-19,AA,ON_TIME,761.61
SW2681,2026-11-08,SW,ON_TIME,235.99
SW9378,2026-11-29,SW,ON_TIME,165.23
UA2455,2026-11-12,UA,DELAYED,1440.44
AA9905,2026-11-22,AA,DELAYED,1182.01
AA9947,2026-11-14,AA,CANCELLED,104.12
UA9348,2026-11-15,UA,ON_TIME,ERROR_TEXT
UA1222,2026-11-22,UA,ON_TIME,967.47
SW957,2026-11-19,SW,ON_TIME,1012.44
DL1122,2026-11-29,DL,CANCELLED,ERROR_TEXT
UA8494,2026-11-19,UA,DELAYED,425.56
UA5849,2026-11-30,UA,ON_TIME,1046.24
SW1279,2026-11-24,SW,CANCELLED,1393.23
AA2343,2026-11-05,AA,DELAYED,1216.17
DL1634,2026-11-11,DL,CANCELLED,240.36
DL2026,2026-11-18,DL,ON_TIME,216.21
SW5956,2026-11-22,SW,ON_TIME,890.4
AA5582,2026-11-30,AA,DELAYED,104.67
AA1149,2026-11-22,AA,CANCELLED,600.58
AA2815,2026-11-01,AA,CANCELLED,838.48
SW8990,2026-11-25,SW,DELAYED,1245.73
UA6063,2026-11-08,UA,DELAYED,716.98
SW4419,2026-11-26,SW,ON_TIME,1380.3
UA9646,2026-11-10,UA,CANCELLED,1062.24
DL9453,2026-11-24,DL,ON_TIME,ERROR_TEXT
DL7871,2026-11-17,DL,DELAYED,301.63
UA9480,2026-11-26,UA,CANCELLED,314.98
AA247,2026-11-11,AA,ON_TIME,656.33
DL1202,2026-11-17,DL,CANCELLED,892.06
SW891,2026-11-11,SW,DELAYED,527.5
DL6728,2026-11-02,DL,CANCELLED,181.05
SW3074,2026-11-14,SW,DELAYED,749.3
UA9160,2026-11-28,UA,DELAYED,698.66
SW1320,2026-11-06,SW,ON_TIME,701.84
SW1178,2026-11-08,SW,ON_TIME,446.92
DL2842,2026-11-04,DL,DELAYED,903.28
DL1710,2026-11-13,DL,CANCELLED,837.69
SW7127,2026-11-09,SW,CANCELLED,1089.36
AA2782,2026-11-02,AA,CANCELLED,778.06
UA7829,2026-11-25,UA,DELAYED,195.85
DL2718,2026-11-21,DL,DELAYED,203.86
DL1430,2026-11-23,DL,DELAYED,1108.89
UA3071,2026-11-23,UA,ON_TIME,1340.56
DL5042,2026-11-17,DL,DELAYED,462.92
DL3471,2026-11-05,DL,CANCELLED,444.8
DL7017,2026-11-27,DL,ON_TIME,609.51
SW6497,2026-11-27,SW,ON_TIME,527.49
SW6443,2026-11-10,SW,CANCELLED,909.97
AA9299,2026-11-19,AA,ON_TIME,206.36
SW2331,2026-11-24,SW,ON_TIME,388.47
UA1593,2026-11-04,UA,DELAYED,1096.77
UA3494,2026-11-17,UA,CANCELLED,404.08
DL4359,2026-11-23,DL,ON_TIME,575.17
AA7682,2026-11-22,AA,DELAYED,423.66
AA3998,2026-11-19,AA,ON_TIME,818.66
DL6107,2026-11-11,DL,CANCELLED,1289.9
DL6841,2026-11-16,DL,ON_TIME,715.2
UA4479,2026-11-01,UA,CANCELLED,1116.94
DL2859,2026-11-26,DL,CANCELLED,1012.19
AA5139,2026-11-17,AA,CANCELLED,926.99
UA2470,2026-11-06,UA,DELAYED,1455.21
DL8936,2026-11-29,DL,DELAYED,1248.17
AA2603,2026-11-05,AA,CANCELLED,267.01
SW1738,2026-11-02,SW,ON_TIME,282.99
UA875,2026-11-13,UA,ON_TIME,545.79
SW4746,2026-11-24,SW,CANCELLED,243.98
DL2321,2026-11-12,DL,CANCELLED,159.72
DL3338,2026-11-14,DL,ON_TIME,660.94
SW2690,2026-11-07,SW,DELAYED,1480.43
AA9923,2026-11-27,AA,CANCELLED,193.56
UA8193,2026-11-05,UA,CANCELLED,627.34
UA1726,2026-11-28,UA,DELAYED,1498.13
DL735,2026-11-01,DL,CANCELLED,756.18
DL2851,2026-11-11,DL,CANCELLED,956.72
UA4169,2026-11-21,UA,ON_TIME,856.6
SW4723,2026-11-05,SW,DELAYED,871.86
SW631,2026-11-15,SW,ON_TIME,871.87
UA8384,2026-11-05,UA,CANCELLED,1185.43
SW4628,2026-11-07,SW,CANCELLED,362.75
AA9000,2026-11-15,AA,DELAYED,206.88
AA9545,2026-11-15,AA,ON_TIME,228.86
AA1822,2026-11-05,AA,ON_TIME,594.78
DL5123,2026-11-17,DL,ON_TIME,607.44
UA4846,2026-11-22,UA,DELAYED,748.74
SW8821,2026-11-23,SW,DELAYED,1287.82
AA9362,2026-11-20,AA,ON_TIME,776.46
AA9197,2026-11-23,AA,DELAYED,899.27
DL8302,2026-11-18,DL,DELAYED,406.68
SW5117,2026-11-18,SW,ON_TIME,820.56
AA325,2026-11-30,AA,CANCELLED,734.53
DL9174,2026-11-19,DL,ON_TIME,1090.22
,2026-11-09,SW,DELAYED,286.22
SW3883,2026-11-05,SW,ON_TIME,238.15
UA5922,2026-11-21,UA,ON_TIME,380.07
AA1221,2026-11-24,AA,ON_TIME,994.05
UA7388,2026-11-03,UA,ON_TIME,768.54
SW703,2026-11-10,SW,DELAYED,1468.52
AA4409,2026-11-04,AA,DELAYED,836.64
SW1196,2026-11-15,SW,CANCELLED,1230.32
SW424,2026-11-20,SW,DELAYED,1159.08
DL1326,2026-11-01,DL,DELAYED,106.17
SW5427,2026-11-04,SW,DELAYED,1086.82
UA3537,2026-11-13,UA,ON_TIME,1407.94
UA2267,2026-11-16,UA,ON_TIME,1125.9
UA8000,2026-11-16,UA,CANCELLED,1364.48
SW8896,2026-11-07,SW,ON_TIME,1100.35
UA163,2026-11-01,UA,CANCELLED,1258.68
AA7032,2026-11-06,AA,ON_TIME,298.06
SW7514,2026-11-19,SW,CANCELLED,1000.05
UA250,2026-11-29,UA,DELAYED,593.1
SW7303,2026-11-15,SW,DELAYED,1107.48
,2026-11-23,AA,DELAYED,1499.54
UA5049,2026-11-09,UA,CANCELLED,1192.08
AA3429,2026-11-09,AA,ON_TIME,294.42
AA4687,2026-11-16,AA,DELAYED,401.59
AA5044,2026-11-09,AA,DELAYED,164.43
SW319,2026-11-08,SW,DELAYED,189.07
AA7350,2026-11-09,AA,CANCELLED,617.93
AA413,2026-11-16,AA,CANCELLED,1108.39
SW4412,2026-11-15,SW,DELAYED,320.85
AA6128,2026-11-17,AA,ON_TIME,1140.58
AA8817,2026-11-14,AA,CANCELLED,1371.46
UA2678,2026-11-11,UA,DELAYED,892.06
DL3605,2026-11-04,DL,CANCELLED,833.23
UA912,2026-11-28,UA,ON_TIME,186.89
SW246,2026-11-22,SW,DELAYED,199.62
DL8621,2026-11-29,DL,CANCELLED,671.94
DL3311,2026-11-07,DL,ON_TIME,ERROR_TEXT
AA9842,2026-11-01,AA,DELAYED,711.79
UA1915,2026-11-05,UA,DELAYED,345.82
AA2528,2026-11-14,AA,ON_TIME,792.03
SW9393,2026-11-07,SW,DELAYED,846.33
SW6067,2026-11-16,SW,ON_TIME,908.33
UA6657,2026-11-19,UA,ON_TIME,443.56
UA7024,2026-11-11,UA,ON_TIME,692.97
SW5133,2026-11-18,SW,CANCELLED,542.77
SW6307,2026-11-07,SW,CANCELLED,249.32
UA3864,2026-11-10,UA,DELAYED,883.92
UA2305,2026-11-11,UA,ON_TIME,1472.5
AA279,2026-11-26,AA,ON_TIME,507.57
AA9871,2026-11-28,AA,CANCELLED,823.34
DL9154,2026-11-30,DL,DELAYED,1001.58
AA1827,2026-11-01,AA,CANCELLED,249.13
UA1285,2026-11-29,UA,ON_TIME,886.01
DL376,2026-11-10,DL,DELAYED,544.22
UA7251,2026-11-28,UA,DELAYED,1497.81
UA5179,2026-11-19,UA,DELAYED,139.75
UA5446,2026-11-17,UA,ON_TIME,1287.03
UA6424,2026-11-17,UA,DELAYED,1177.06
AA4255,2026-11-12,AA,DELAYED,380.52
SW8401,2026-11-07,SW,ON_TIME,636.16
DL6324,2026-11-23,DL,CANCELLED,683.34
DL5004,2026-11-05,DL,CANCELLED,525.77
AA2749,2026-11-28,AA,DELAYED,563.58
SW6181,2026-11-27,SW,ON_TIME,338.29
SW5787,2026-11-18,SW,ON_TIME,610.45
DL4210,2026-11-23,DL,ON_TIME,307.08
AA1587,2026-11-09,AA,DELAYED,1227.12
SW6250,2026-11-06,SW,DELAYED,711.72
UA3954,2026-11-06,UA,DELAYED,1410.85
AA3699,2026-11-12,AA,DELAYED,718.37
AA514,2026-11-01,AA,CANCELLED,392.39
AA7221,2026-11-07,AA,CANCELLED,1193.72
UA6283,2026-11-03,UA,ON_TIME,1303.62
AA4884,2026-11-16,AA,DELAYED,657.83
DL7092,2026-11-03,DL,CANCELLED,1241.13
UA6252,2026-11-16,UA,CANCELLED,257.94
SW2574,2026-11-18,SW,DELAYED,639.78
SW4336,2026-11-03,SW,ON_TIME,643.34
DL3402,2026-11-05,DL,ON_TIME,199.26
SW8737,2026-11-05,SW,ON_TIME,682.65
UA2985,2026-11-13,UA,ON_TIME,911.43
SW2898,2026-11-04,SW,DELAYED,707.8
AA3186,2026-11-18,AA,ON_TIME,1423.78
SW2731,2026-11-12,SW,DELAYED,731.73
UA9493,2026-11-21,UA,ON_TIME,1412.33
SW3203,2026-11-07,SW,CANCELLED,1071.4
UA5239,2026-11-18,UA,CANCELLED,1285.02
AA3893,2026-11-09,AA,DELAYED,571.61
SW8113,2026-11-18,SW,DELAYED,707.77
DL5801,2026-11-26,DL,CANCELLED,240.37
SW9906,2026-11-16,SW,CANCELLED,374.57
UA5858,2026-11-22,UA,ON_TIME,703.61
DL521,2026-11-29,DL,ON_TIME,1031.12
AA7140,2026-11-05,AA,DELAYED,1118.82
DL7900,2026-11-24,DL,DELAYED,1110.31
AA2222,2026-11-02,AA,CANCELLED,110.21
DL260,2026-11-03,DL,DELAYED,113.46
AA3243,2026-11-07,AA,ON_TIME,765.75
AA7599,2026-11-06,AA,CANCELLED,1492.67
SW4759,2026-11-13,SW,DELAYED,409.76
SW2666,2026-11-18,SW,CANCELLED,723.07
DL6519,2026-11-20,DL,ON_TIME,625.24
SW4489,2026-11-27,SW,ON_TIME,1197.54
SW2213,2026-11-26,SW,ON_TIME,1241.68
UA930,2026-11-27,UA,CANCELLED,378.38
AA5142,2026-11-15,AA,CANCELLED,738.79
SW3585,2026-11-27,SW,ON_TIME,384.61
UA7754,2026-11-27,UA,CANCELLED,974.77
UA8402,2026-11-27,UA,DELAYED,918.59
DL7328,2026-11-21,DL,DELAYED,1025.0
AA5758,2026-11-14,AA,DELAYED,1045.7
SW8819,2026-11-03,SW,CANCELLED,1325.97
AA5012,2026-11-09,AA,DELAYED,714.07
AA1269,2026-11-02,AA,CANCELLED,192.21
DL6665,2026-11-05,DL,CANCELLED,930.76
UA1076,2026-11-20,UA,DELAYED,923.57
AA492,2026-11-19,AA,DELAYED,521.11
DL6584,2026-11-20,DL,ON_TIME,1288.95
DL4488,2026-11-20,DL,CANCELLED,364.37
DL9208,2026-11-10,DL,DELAYED,1391.46
SW7584,2026-11-07,SW,CANCELLED,780.38
DL9954,2026-11-29,DL,DELAYED,572.78
DL3315,2026-11-13,DL,CANCELLED,940.24
AA7297,2026-11-20,AA,CANCELLED,1118.5
SW1059,2026-11-20,SW,CANCELLED,1492.84
AA5149,2026-11-19,AA,CANCELLED,1418.42
DL1514,2026-11-26,DL,CANCELLED,1287.81
DL5430,2026-11-21,DL,CANCELLED,701.02
DL146,2026-11-15,DL,CANCELLED,630.16
SW2390,2026-11-30,SW,DELAYED,648.82
,2026-11-30,SW,ON_TIME,596.38
DL6426,2026-11-17,DL,ON_TIME,926.38
UA3255,2026-11-15,UA,ON_TIME,432.2
AA953,2026-11-08,AA,CANCELLED,1187.09
AA7748,2026-11-27,AA,ON_TIME,690.2
AA5033,2026-11-06,AA,ON_TIME,237.02
UA5626,2026-11-11,UA,CANCELLED,900.78
SW9758,2026-11-16,SW,DELAYED,1439.21
SW6236,2026-11-07,SW,CANCELLED,556.3
DL5324,2026-11-09,DL,ON_TIME,938.07
UA6668,2026-11-09,UA,DELAYED,1483.4
UA5832,2026-11-26,UA,DELAYED,123.13
UA7976,2026-11-23,UA,ON_TIME,227.26
DL5364,2026-11-08,DL,DELAYED,401.09
AA7218,2026-11-06,AA,DELAYED,416.53
AA2594,2026-11-23,AA,DELAYED,105.28
DL4348,2026-11-04,DL,ON_TIME,968.53
SW301,2026-11-16,SW,DELAYED,1413.24
AA8038,2026-11-14,AA,DELAYED,604.59
UA1561,2026-11-19,UA,CANCELLED,719.26
UA562,2026-11-26,UA,DELAYED,1227.95
DL8879,2026-11-18,DL,ON_TIME,262.39
SW5603,2026-11-01,SW,DELAYED,1293.75
SW8989,2026-11-11,SW,ON_TIME,915.53
AA3042,2026-11-13,AA,ON_TIME,1018.86
SW7979,2026-11-15,SW,DELAYED,763.04
AA7152,2026-11-04,AA,DELAYED,616.4
SW3364,2026-11-06,SW,ON_TIME,500.9
SW2332,2026-11-21,SW,ON_TIME,850.18
UA4606,2026-11-23,UA,CANCELLED,967.37
UA1055,2026-11-10,UA,DELAYED,1210.22
DL2308,2026-11-17,DL,CANCELLED,333.74
DL1759,2026-11-06,DL,ON_TIME,456.89
AA3487,2026-11-27,AA,CANCELLED,1163.82
SW3366,2026-11-03,SW,ON_TIME,606.51
AA2166,2026-11-20,AA,ON_TIME,395.03
DL8569,2026-11-04,DL,CANCELLED,1387.07
SW1147,2026-11-28,SW,ON_TIME,477.71
DL4467,2026-11-29,DL,ON_TIME,ERROR_TEXT
SW3426,2026-11-09,SW,ON_TIME,1466.55
UA9383,2026-11-12,UA,CANCELLED,260.99
UA4431,2026-11-08,UA,DELAYED,626.69
SW2702,2026-11-21,SW,CANCELLED,222.61
DL7639,2026-11-08,DL,DELAYED,294.6
UA8557,2026-11-25,UA,CANCELLED,589.76
AA2854,2026-11-18,AA,CANCELLED,841.3
UA597,2026-11-07,UA,ON_TIME,893.39
SW6806,2026-11-28,SW,DELAYED,388.38
AA3181,2026-11-03,AA,CANCELLED,385.24
AA9754,2026-11-22,AA,DELAYED,1242.2
UA2665,2026-11-09,UA,DELAYED,1027.43
AA6698,2026-11-28,AA,ON_TIME,799.17
AA6346,2026-11-09,AA,CANCELLED,1295.27
DL3927,2026-11-18,DL,CANCELLED,1181.15
UA4840,2026-11-11,UA,CANCELLED,418.46
AA5038,2026-11-13,AA,ON_TIME,152.17
DL8233,2026-11-28,DL,ON_TIME,858.04
AA430,2026-11-09,AA,DELAYED,778.48
AA9649,2026-11-16,AA,CANCELLED,167.93
AA2084,2026-11-13,AA,DELAYED,1331.51
AA5068,2026-11-28,AA,ON_TIME,1152.89
,2026-11-25,UA,ON_TIME,640.45
UA9726,2026-11-18,UA,DELAYED,214.87
SW6693,2026-11-10,SW,DELAYED,358.55
SW6286,2026-11-02,SW,CANCELLED,783.67
UA538,2026-11-16,UA,DELAYED,1302.9
SW3041,2026-11-05,SW,CANCELLED,806.46
SW3455,2026-11-26,SW,ON_TIME,417.6
UA6188,2026-11-15,UA,CANCELLED,533.13
SW8688,2026-11-15,SW,ON_TIME,839.2
AA8538,2026-11-22,AA,CANCELLED,230.45
UA2906,2026-11-17,UA,ON_TIME,704.27
SW4205,2026-11-14,SW,DELAYED,912.68
AA5882,2026-11-13,AA,DELAYED,337.59
DL1631,2026-11-05,DL,CANCELLED,791.35
AA2791,2026-11-05,AA,CANCELLED,680.5
AA2367,2026-11-23,AA,DELAYED,731.12
SW2219,2026-11-23,SW,CANCELLED,747.41
UA4079,2026-11-29,UA,CANCELLED,342.66
AA9051,2026-11-28,AA,DELAYED,263.55
SW173,2026-11-07,SW,DELAYED,617.25
SW4858,2026-11-05,SW,ON_TIME,809.99
SW1525,2026-11-22,SW,ON_TIME,763.25
DL9024,2026-11-16,DL,CANCELLED,873.19
UA4880,2026-11-21,UA,ON_TIME,882.27
AA6756,2026-11-18,AA,ON_TIME,730.76
UA5711,2026-11-07,UA,ON_TIME,728.49
UA2903,2026-11-26,UA,CANCELLED,850.84
AA909,2026-11-05,AA,DELAYED,1067.78
AA1711,2026-11-07,AA,ON_TIME,592.43
SW2387,2026-11-26,SW,ON_TIME,992.23
AA5819,2026-11-27,AA,ON_TIME,1283.78
AA5429,2026-11-06,AA,DELAYED,1211.76
DL9799,2026-11-30,DL,ON_TIME,486.25
DL4743,2026-11-30,DL,DELAYED,1253.93
DL2672,2026-11-03,DL,CANCELLED,224.13
AA5135,2026-11-15,AA,DELAYED,1069.39
AA6207,2026-11-19,AA,CANCELLED,1160.89
DL3994,2026-11-25,DL,CANCELLED,949.56
AA4393,2026-11-29,AA,ON_TIME,126.89
UA4560,2026-11-09,UA,CANCELLED,1156.29
UA5906,2026-11-04,UA,DELAYED,354.3
SW2572,2026-11-22,SW,CANCELLED,1130.3
DL7665,2026-11-08,DL,DELAYED,587.02
DL612,2026-11-28,DL,ON_TIME,892.52
SW3390,2026-11-08,SW,DELAYED,1015.54
DL3659,2026-11-10,DL,ON_TIME,963.01
DL3959,2026-11-20,DL,ON_TIME,1427.38
UA3897,2026-11-04,UA,CANCELLED,352.71
UA3140,2026-11-28,UA,DELAYED,245.6
SW1527,2026-11-29,SW,DELAYED,1200.79
UA8532,2026-11-10,UA,DELAYED,1341.83
AA214,2026-11-22,AA,ON_TIME,833.67
DL9637,2026-11-06,DL,DELAYED,380.43
DL2003,2026-11-27,DL,ON_TIME,416.21
AA6871,2026-11-08,AA,CANCELLED,1258.54
AA1065,2026-11-24,AA,ON_TIME,553.5
DL540,2026-11-05,DL,ON_TIME,497.14
DL6030,2026-11-07,DL,CANCELLED,1463.92
UA2473,2026-11-24,UA,CANCELLED,972.64
SW7625,2026-11-24,SW,CANCELLED,1092.45
UA8307,2026-11-17,UA,ON_TIME,667.84
SW818,2026-11-09,SW,DELAYED,966.44
AA9002,2026-11-17,AA,ON_TIME,666.7
SW4334,2026-11-07,SW,CANCELLED,363.27
SW481,2026-11-04,SW,DELAYED,1498.83
DL7412,2026-11-08,DL,ON_TIME,314.11
UA7940,2026-11-11,UA,ON_TIME,257.07
AA8076,2026-11-25,AA,DELAYED,142.54
UA374,2026-11-29,UA,DELAYED,560.67
SW6142,2026-11-14,SW,DELAYED,656.86
DL5320,2026-11-26,DL,DELAYED,277.17
DL4957,2026-11-09,DL,CANCELLED,1018.54
DL9746,2026-11-17,DL,ON_TIME,1268.43
UA5806,2026-11-27,UA,DELAYED,1177.28
AA8770,2026-11-05,AA,CANCELLED,307.76
UA4445,2026-11-22,UA,DELAYED,1415.02
SW3785,2026-11-04,SW,CANCELLED,1249.86
SW6625,2026-11-18,SW,CANCELLED,132.53
SW5082,2026-11-14,SW,ON_TIME,683.21
SW1043,2026-11-02,SW,ON_TIME,857.1
SW2149,2026-11-12,SW,CANCELLED,410.04
SW2454,2026-11-06,SW,DELAYED,1287.68
AA507,2026-11-06,AA,CANCELLED,945.61
DL5301,2026-11-02,DL,CANCELLED,1029.32
AA4602,2026-11-07,AA,DELAYED,152.12
UA5083,2026-11-10,UA,DELAYED,1335.3
,2026-11-24,UA,ON_TIME,505.42
DL5175,2026-11-23,DL,CANCELLED,1350.76
DL7177,2026-11-29,DL,DELAYED,1040.02
SW8911,2026-11-23,SW,ON_TIME,1091.55
